13	33	12	29	32	38	34	40	37	35	1	36	10	9	8	7	6	5	4	3	2	2	3	4	5	6	7	8	9	10	36	11	35	37	40	34	38	32	29	12	33	13	14	28	30	39	31	8	31	39	30	28	14	
14	13	33	12	29	32	38	34	40	37	35	11	36	10	9	8	7	6	5	4	3	2	2	3	4	5	6	7	8	9	10	36	11	35	37	40	34	1	32	29	12	33	13	14	28	30	39	31	9	31	39	30	28	
28	14	13	33	12	29	32	38	34	40	37	35	11	36	10	9	8	7	6	5	4	3	2	2	3	4	5	6	7	8	9	10	36	11	1	37	40	34	38	32	29	12	33	13	14	28	30	39	31	10	31	39	30	
30	28	14	13	33	12	29	32	38	34	40	37	35	11	36	10	9	8	7	6	5	4	3	2	2	3	4	5	6	7	8	9	10	36	11	35	1	40	34	38	32	29	12	33	13	14	28	30	39	31	11	31	39	
39	30	28	14	13	33	12	29	32	38	34	40	37	35	11	36	10	9	8	7	6	5	4	3	2	2	3	4	5	6	7	8	9	10	36	11	35	37	40	34	38	32	29	12	33	13	14	28	30	39	31	12	31	
31	39	30	28	14	13	33	12	29	32	38	34	40	37	35	11	36	10	9	8	7	6	5	4	3	2	2	3	4	5	6	7	8	9	10	1	11	35	37	1	34	38	32	29	12	33	13	14	28	30	39	31	13	
1	11	27	26	10	25	24	23	1	22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	1	26	27	11	
11	2	11	27	26	10	25	24	23	9	22	8	21	20	7	19	6	1	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	
27	11	3	11	27	26	10	25	24	23	9	22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	
26	27	11	4	11	27	26	10	25	24	23	9	22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	1	23	24	25	10	
10	26	27	11	5	11	27	26	10	25	24	23	9	22	8	21	20	7	1	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	1	22	9	23	24	25	
25	10	26	27	11	6	11	27	26	1	25	24	23	9	22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	
24	25	10	26	27	11	7	11	27	26	10	25	24	23	9	22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	1	20	21	8	22	9	23	
23	24	25	10	26	27	11	8	11	27	26	10	25	24	23	9	22	8	21	1	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	1	19	7	20	21	8	22	9	
9	23	24	25	10	26	27	11	9	11	27	26	10	25	24	23	9	22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	
22	9	23	24	25	10	26	27	11	10	1	27	26	10	25	24	23	9	22	8	1	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	1	17	18	6	19	7	20	21	8	
8	22	9	23	24	25	10	26	27	11	11	11	27	26	10	25	24	23	9	22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	1	16	5	17	18	6	19	7	20	21	
21	8	22	9	23	24	25	10	26	27	1	12	11	27	26	10	25	24	23	9	22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	1	12	4	16	5	17	18	6	19	7	20	
20	21	8	22	9	23	24	25	10	26	27	11	13	11	27	26	10	25	24	23	9	1	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	
7	20	21	8	22	9	23	24	25	1	26	27	11	14	11	27	26	10	25	24	23	9	22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	1	15	14	3	12	4	16	5	17	18	6	19	
19	7	20	21	8	22	9	23	24	25	10	26	27	11	15	11	27	26	10	25	24	23	9	22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	6	
6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	16	11	27	26	10	25	24	1	9	22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	
18	6	19	7	20	21	8	22	1	23	24	25	10	26	27	11	17	11	27	26	10	25	24	23	9	22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	1	13	13	2	15	14	3	12	4	16	5	17	
17	18	6	19	7	20	21	1	22	9	23	24	25	10	26	27	11	18	11	27	26	10	25	1	23	9	22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	
5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	19	11	27	26	10	25	24	23	9	22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	
16	5	17	18	6	19	1	20	21	8	22	9	23	24	25	10	26	27	11	20	11	27	26	10	1	24	23	9	22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	1	4	
4	16	5	17	18	1	19	7	20	21	8	22	9	23	24	25	10	26	27	11	21	11	27	26	10	25	24	23	9	22	8	21	20	7	19	6	18	17	5	16	4	12	1	14	15	2	13	13	2	15	14	3	12	
12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	22	11	27	26	10	25	24	23	9	22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	
3	12	4	16	1	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	23	11	27	1	10	25	24	23	9	22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	
14	3	12	1	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	24	11	27	26	10	25	24	23	9	22	8	21	20	7	19	6	18	17	5	16	1	12	3	14	15	2	13	13	2	15	
15	14	1	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	25	11	1	26	10	25	24	23	9	22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	
2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	26	11	27	26	10	25	24	23	9	22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	1	
13	1	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	27	11	27	26	10	25	24	23	9	22	8	21	20	7	19	6	18	17	1	16	4	12	3	14	15	2	1	
13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	28	11	27	26	10	25	24	23	9	22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	
2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	1	1	11	29	11	27	26	10	25	24	23	9	22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	
15	1	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	1	1	1	10	26	27	11	30	11	27	26	10	25	24	23	9	22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	
14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	1	9	23	24	25	10	26	27	11	31	11	27	26	10	25	24	23	9	22	8	21	20	7	19	1	18	17	5	16	4	1	3	
3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	1	1	8	22	9	23	24	25	10	26	27	11	32	11	27	26	10	25	24	23	9	22	8	21	20	7	19	6	18	17	5	16	4	12	
12	3	14	15	2	13	13	2	15	14	3	1	4	16	5	17	18	6	1	7	20	21	8	22	9	23	24	25	10	26	27	11	33	11	27	26	10	25	24	23	9	22	8	21	20	7	19	6	18	17	5	16	4	
4	12	1	14	15	2	13	13	2	15	14	3	12	4	16	5	1	1	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	34	11	27	26	10	25	24	23	9	22	8	21	20	1	19	6	18	17	5	16	
16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	1	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	35	11	27	26	10	25	24	23	9	22	8	21	20	7	19	6	18	17	5	
5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	36	11	27	26	10	25	24	23	9	22	8	21	20	7	19	6	18	17	
17	5	16	1	12	3	14	15	2	13	13	2	15	1	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	37	11	27	26	10	25	24	23	9	22	8	21	20	7	19	6	18	
18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	38	11	27	26	10	25	24	23	9	22	1	21	20	7	19	6	
6	18	17	5	16	4	12	3	14	15	2	13	1	2	1	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	39	11	27	26	10	25	24	23	9	22	8	21	20	7	19	
19	6	18	17	1	16	4	12	3	14	15	2	1	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	40	11	27	26	10	25	24	23	9	22	8	21	20	7	
7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	1	11	27	26	10	25	24	23	1	22	8	21	20	
20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	2	11	27	26	10	25	24	23	9	22	8	21	
21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	3	11	27	26	10	25	24	23	9	22	8	
8	21	20	7	19	1	18	17	5	16	4	1	3	1	1	2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	4	11	27	26	10	25	24	23	9	22	
22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	5	11	27	26	10	25	24	23	9	
9	22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	6	11	27	26	1	25	24	23	
23	9	22	8	21	20	1	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	7	11	27	26	10	25	24	
24	23	9	22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	8	11	27	26	10	25	
25	24	23	9	22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	9	11	27	26	10	
10	25	24	23	9	22	8	21	20	7	19	6	18	17	5	1	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	10	1	27	26	
26	10	25	24	23	9	22	1	21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	11	11	27	
27	26	10	25	24	23	9	22	8	21	20	7	19	6	18	17	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	1	12	11	
11	27	26	10	25	24	23	9	22	8	21	20	7	19	6	18	1	5	16	4	12	3	14	15	2	13	13	2	15	14	3	12	4	16	5	17	18	6	19	7	20	21	8	22	9	23	24	25	10	26	27	11	13	
1	20	40	39	19	38	37	36	35	34	21	33	32	31	22	23	30	27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	
20	2	20	40	39	19	38	37	36	35	34	21	33	32	31	22	23	30	27	29	25	18	28	1	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	
40	20	3	20	40	39	19	38	37	36	35	34	21	33	32	31	22	23	30	27	29	25	18	28	24	1	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	
39	40	20	4	20	40	39	19	38	37	36	35	34	21	33	32	31	22	23	30	27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	
19	39	40	20	5	20	40	39	19	38	37	36	35	34	21	33	32	31	22	23	30	27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	
38	19	39	40	20	6	20	40	39	19	38	37	36	35	34	21	33	32	31	22	23	30	27	29	1	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	
37	38	19	39	40	20	7	20	40	39	19	38	37	36	35	34	21	33	32	31	22	23	30	27	29	25	18	1	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	
36	37	38	19	39	40	20	8	20	40	39	19	38	37	36	35	34	21	33	32	31	1	1	30	27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	
35	36	37	38	19	39	40	20	9	20	40	39	19	38	37	36	35	34	21	33	32	31	22	23	30	27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	
34	35	36	37	38	19	39	40	20	10	20	40	39	19	38	37	36	35	34	21	33	32	31	22	23	30	1	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	
21	34	35	36	37	38	19	39	40	20	11	20	40	39	19	38	37	36	35	34	1	33	32	31	22	23	30	27	1	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	
33	21	34	35	36	37	38	19	39	40	20	12	20	40	39	19	38	37	36	35	34	21	33	32	31	22	23	30	27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	
32	33	21	34	35	36	37	38	19	39	40	20	13	20	40	39	19	38	37	36	35	34	21	33	32	31	22	23	30	27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	
31	32	33	21	34	35	36	37	38	19	39	40	20	14	20	40	39	19	38	37	36	35	34	21	33	32	31	22	23	1	27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	
22	31	32	33	21	34	35	36	37	38	19	39	40	20	15	20	40	39	1	38	37	36	35	34	21	33	32	31	22	23	30	27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	
23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	16	20	40	39	19	38	37	36	35	34	21	33	32	31	22	23	30	27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	
30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	17	20	40	39	19	38	37	36	35	34	21	33	32	31	22	23	30	27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	
27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	18	20	40	39	19	38	37	36	35	34	21	33	32	1	22	23	30	27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	
29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	19	1	40	39	19	38	37	36	35	34	21	33	32	31	22	23	30	27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	
25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	20	20	40	39	19	38	37	36	35	34	21	33	1	31	22	23	30	27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	
18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	1	21	20	40	39	19	38	37	36	35	34	21	33	32	31	22	23	30	27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	
28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	22	20	40	39	19	38	37	36	35	34	21	1	32	31	22	23	30	27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	
24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	1	39	40	20	23	20	40	39	19	38	37	36	35	34	21	33	32	31	22	23	30	27	29	25	18	28	24	26	17	16	15	15	16	17	26	
